,id,country,signup_date,message_count,call_count,search_count
2183,10002183,IT,2019-03-07,0,33,34
2184,10002184,SE,2019-03-11,29,18,24
2185,10002185,GB,2019-03-10,2,8,10
2186,10002186,IT,2019-04-01,0,28,21
2187,10002187,IT,2019-03-26,0,27,15
2188,10002188,GB,2019-03-12,2,0,35
2189,10002189,SE,2019-04-01,12,10,39
2190,10002190,IT,2019-03-12,17,24,33
2191,10002191,IT,2019-03-27,0,49,24
2192,10002192,SE,2019-03-08,0,22,35
2193,10002193,GB,2019-03-27,0,122,21
2194,10002194,GB,2019-03-10,55,0,15
2195,10002195,IT,2019-03-10,0,29,25
2196,10002196,GB,2019-03-29,4,0,9
2197,10002197,GB,2019-03-16,2,5,28
2198,10002198,IT,2019-03-04,0,25,34
2199,10002199,IT,2019-03-23,5,4,11
2200,10002200,SE,2019-03-04,6,2,7
2201,10002201,GB,2019-03-26,0,20,18
2202,10002202,FR,2019-03-10,1,16,35
2203,10002203,GB,2019-03-07,3,0,5
2204,10002204,SE,2019-03-15,34,33,32
2205,10002205,FR,2019-03-06,0,25,10
2206,10002206,IT,2019-03-23,2,29,44
2207,10002207,IT,2019-03-16,0,48,31
2208,10002208,IT,2019-03-27,7,5,43
2209,10002209,IT,2019-03-21,2,22,8
2210,10002210,IT,2019-03-06,0,34,38
2211,10002211,SE,2019-03-24,0,54,14
2212,10002212,IT,2019-03-02,0,112,38
2213,10002213,IT,2019-03-02,0,122,36
2214,10002214,IT,2019-04-01,2,2,11
2215,10002215,IT,2019-03-16,0,0,22
2216,10002216,FR,2019-03-27,0,47,30
2217,10002217,GB,2019-03-03,0,15,22
2218,10002218,IT,2019-03-19,3,28,25
2219,10002219,IT,2019-03-16,4,0,2
2220,10002220,IT,2019-03-14,0,28,37
2221,10002221,GB,2019-03-26,0,18,17
2222,10002222,GB,2019-03-07,0,25,39
2223,10002223,SE,2019-03-13,0,26,23
2224,10002224,GB,2019-03-12,0,23,13
2225,10002225,IT,2019-03-28,16,40,45
2226,10002226,FR,2019-03-04,4,7,33
2227,10002227,GB,2019-03-15,34,1,40
2228,10002228,IT,2019-03-19,0,55,40
2229,10002229,IT,2019-03-28,0,20,20
2230,10002230,ES,2019-03-23,2,34,25
2231,10002231,SE,2019-03-25,2,50,8
2232,10002232,ES,2019-04-02,3,3,13
2233,10002233,IT,2019-03-22,0,32,41
2234,10002234,ES,2019-03-09,4,7,6
2235,10002235,SE,2019-03-28,0,17,22
2236,10002236,IT,2019-03-16,0,69,30
2237,10002237,IT,2019-03-12,0,249,36
2238,10002238,IT,2019-03-29,1,44,18
2239,10002239,IT,2019-03-12,0,38,37
2240,10002240,IT,2019-03-11,10,39,46
2241,10002241,GB,2019-03-16,0,16,13
2242,10002242,IT,2019-03-18,5,6,22
2243,10002243,IT,2019-03-16,3,37,14
2244,10002244,GB,2019-03-27,0,16,17
2245,10002245,FR,2019-03-27,2,2,11
2246,10002246,FR,2019-03-20,10,24,27
2247,10002247,IT,2019-03-28,0,0,22
2248,10002248,GB,2019-03-09,8,37,37
2249,10002249,IT,2019-03-28,0,90,34
2250,10002250,FR,2019-04-01,9,2,15
2251,10002251,SE,2019-03-24,7,0,8
2252,10002252,SE,2019-03-22,0,23,22
2253,10002253,IT,2019-03-25,0,85,27
2254,10002254,IT,2019-03-03,0,21,43
2255,10002255,IT,2019-04-02,0,25,21
2256,10002256,GB,2019-04-02,4,5,9
2257,10002257,IT,2019-03-10,2,13,4
2258,10002258,GB,2019-03-09,3,4,5
2259,10002259,IT,2019-03-15,0,105,40
2260,10002260,IT,2019-04-02,0,0,22
2261,10002261,IT,2019-03-26,0,44,34
2262,10002262,GB,2019-04-01,9,37,15
2263,10002263,IT,2019-03-02,2,70,34
2264,10002264,FR,2019-04-01,0,12,11
2265,10002265,GB,2019-03-07,2,7,5
2266,10002266,IT,2019-04-02,0,19,5
2267,10002267,ES,2019-03-07,0,0,30
2268,10002268,FR,2019-03-24,0,10,38
2269,10002269,SE,2019-03-27,5,17,31
2270,10002270,GB,2019-03-06,0,72,22
2271,10002271,IT,2019-03-25,7,3,28
2272,10002272,SE,2019-03-08,0,71,31
2273,10002273,IT,2019-03-13,0,97,36
2274,10002274,ES,2019-03-10,0,44,32
2275,10002275,IT,2019-04-01,0,24,27
2276,10002276,SE,2019-03-29,0,15,34
2277,10002277,SE,2019-03-05,2,2,18
2278,10002278,GB,2019-03-18,0,66,40
2279,10002279,SE,2019-04-02,0,20,15
2280,10002280,IT,2019-03-27,0,344,46
2281,10002281,IT,2019-03-25,23,154,45
2282,10002282,IT,2019-03-23,9,17,25
2283,10002283,SE,2019-03-18,0,57,35
2284,10002284,IT,2019-03-31,0,25,46
2285,10002285,SE,2019-04-01,0,135,30
2286,10002286,IT,2019-03-20,0,77,30
2287,10002287,IT,2019-03-26,0,29,17
2288,10002288,SE,2019-03-18,0,82,38
2289,10002289,IT,2019-03-19,1,2,734
2290,10002290,IT,2019-04-01,8,27,19
2291,10002291,SE,2019-03-07,0,71,24
2292,10002292,GB,2019-03-02,2,3,291
2293,10002293,GB,2019-03-28,0,11,38
2294,10002294,SE,2019-03-14,0,28,18
2295,10002295,GB,2019-03-25,0,92,15
2296,10002296,IT,2019-04-01,8,35,35
2297,10002297,ES,2019-03-17,0,80,31
2298,10002298,ES,2019-03-31,3,0,19
2299,10002299,IT,2019-03-07,19,53,5
2300,10002300,SE,2019-03-14,0,33,31
2301,10002301,ES,2019-03-13,0,43,31
2302,10002302,IT,2019-03-26,0,163,43
2303,10002303,SE,2019-03-10,0,23,29
2304,10002304,SE,2019-03-06,35,6,35
2305,10002305,IT,2019-03-16,24,54,22
2306,10002306,GB,2019-03-19,1,15,13
2307,10002307,ES,2019-03-09,0,50,11
2308,10002308,GB,2019-03-05,2,3,423
2309,10002309,IT,2019-03-19,8,30,29
2310,10002310,IT,2019-03-21,0,54,29
2311,10002311,GB,2019-03-04,1,178,36
2312,10002312,GB,2019-04-02,0,10,9
2313,10002313,GB,2019-03-27,0,110,24
2314,10002314,FR,2019-03-30,0,90,38
2315,10002315,FR,2019-03-14,0,93,25
2316,10002316,IT,2019-03-14,3,36,43
2317,10002317,IT,2019-03-15,0,131,35
2318,10002318,IT,2019-03-03,0,30,24
2319,10002319,IT,2019-03-20,0,53,33
2320,10002320,GB,2019-03-31,0,45,31
2321,10002321,SE,2019-03-24,0,49,20
2322,10002322,IT,2019-03-11,0,92,28
2323,10002323,ES,2019-03-29,0,8,15
2324,10002324,IT,2019-03-14,0,115,36
2325,10002325,GB,2019-03-10,19,19,21
2326,10002326,IT,2019-03-21,0,70,31
2327,10002327,IT,2019-03-25,0,125,42
2328,10002328,GB,2019-03-25,0,15,27
2329,10002329,IT,2019-03-29,1,124,41
2330,10002330,IT,2019-03-12,0,57,28
2331,10002331,IT,2019-03-06,4,30,40
2332,10002332,SE,2019-04-01,0,19,17
2333,10002333,IT,2019-03-15,0,89,27
2334,10002334,IT,2019-03-11,7,14,20
2335,10002335,SE,2019-03-21,0,264,34
2336,10002336,IT,2019-03-17,0,43,46
2337,10002337,IT,2019-03-04,0,28,25
2338,10002338,FR,2019-03-09,0,16,40
2339,10002339,SE,2019-03-21,0,14,32
2340,10002340,IT,2019-03-06,0,50,33
2341,10002341,GB,2019-03-15,0,18,22
2342,10002342,IT,2019-03-10,12,98,10
2343,10002343,SE,2019-03-04,3,54,40
2344,10002344,GB,2019-03-30,0,12,27
2345,10002345,ES,2019-04-01,0,0,30
2346,10002346,IT,2019-03-24,0,68,24
2347,10002347,SE,2019-03-13,0,41,40
2348,10002348,IT,2019-03-15,0,20,21
2349,10002349,GB,2019-03-29,9,2,8
2350,10002350,IT,2019-03-24,0,71,18
2351,10002351,IT,2019-03-20,0,101,33
2352,10002352,GB,2019-03-22,0,49,20
2353,10002353,ES,2019-03-28,3,29,28
2354,10002354,IT,2019-03-18,0,180,45
2355,10002355,ES,2019-03-27,0,14,18
2356,10002356,GB,2019-03-15,7,42,35
2357,10002357,GB,2019-04-02,2,0,29
2358,10002358,SE,2019-03-06,0,152,37
2359,10002359,GB,2019-03-19,0,15,32
2360,10002360,ES,2019-03-29,0,0,30
2361,10002361,GB,2019-04-01,0,36,25
2362,10002362,ES,2019-03-05,17,51,40
2363,10002363,ES,2019-03-20,0,24,28
2364,10002364,SE,2019-03-16,0,38,21
2365,10002365,ES,2019-03-06,0,101,40
2366,10002366,IT,2019-03-05,0,20,42
2367,10002367,GB,2019-03-20,5,46,37
2368,10002368,IT,2019-03-12,0,161,43
2369,10002369,ES,2019-03-05,0,65,23
2370,10002370,IT,2019-03-22,0,28,44
2371,10002371,IT,2019-03-19,0,40,40
2372,10002372,IT,2019-03-31,0,22,21
2373,10002373,GB,2019-03-03,0,63,30
2374,10002374,SE,2019-03-19,2,36,29
2375,10002375,GB,2019-03-12,1,20,14
2376,10002376,IT,2019-03-26,0,85,35
2377,10002377,IT,2019-03-19,0,62,21
2378,10002378,IT,2019-03-27,0,20,25
2379,10002379,GB,2019-03-20,0,27,29
2380,10002380,ES,2019-03-07,0,17,31
2381,10002381,SE,2019-03-18,2,3,12
2382,10002382,IT,2019-03-26,0,135,35
2383,10002383,GB,2019-03-25,0,94,20
2384,10002384,ES,2019-03-02,0,0,30
2385,10002385,SE,2019-04-01,0,18,15
2386,10002386,ES,2019-04-02,0,0,30
2387,10002387,FR,2019-03-05,3,4,10
2388,10002388,IT,2019-03-12,0,152,33
2389,10002389,GB,2019-03-09,1,11,34
2390,10002390,IT,2019-03-25,0,22,28
2391,10002391,IT,2019-03-30,0,67,22
2392,10002392,IT,2019-03-29,0,46,28
2393,10002393,IT,2019-03-08,0,75,29
2394,10002394,GB,2019-03-28,0,9,35
2395,10002395,GB,2019-03-26,0,18,15
2396,10002396,GB,2019-03-16,0,64,34
2397,10002397,IT,2019-03-08,0,113,42
2398,10002398,SE,2019-03-28,0,32,14
2399,10002399,GB,2019-03-27,0,21,11
2400,10002400,IT,2019-03-04,0,18,12
2401,10002401,ES,2019-03-28,0,9,27
2402,10002402,FR,2019-03-25,8,8,18
2403,10002403,ES,2019-03-28,9,8,27
2404,10002404,SE,2019-03-13,0,23,21
2405,10002405,IT,2019-03-05,3,19,38
2406,10002406,IT,2019-03-21,1,49,19
2407,10002407,IT,2019-03-21,0,26,16
2408,10002408,IT,2019-03-09,0,136,41
2409,10002409,GB,2019-03-03,11,37,25
2410,10002410,SE,2019-03-14,0,32,21
2411,10002411,SE,2019-03-14,0,22,11
2412,10002412,SE,2019-03-12,0,21,27
2413,10002413,GB,2019-03-20,1,36,24
2414,10002414,IT,2019-03-24,0,97,21
2415,10002415,SE,2019-03-22,0,23,15
2416,10002416,FR,2019-03-23,12,81,37
2417,10002417,GB,2019-03-06,2,21,26
2418,10002418,GB,2019-03-31,1,12,26
2419,10002419,SE,2019-03-30,3,2,10
2420,10002420,SE,2019-03-28,0,26,35
2421,10002421,GB,2019-03-21,0,61,21
2422,10002422,IT,2019-03-18,0,22,42
2423,10002423,ES,2019-03-05,5,18,18
2424,10002424,FR,2019-03-02,1961,40,38
2425,10002425,GB,2019-03-23,2,5,24
2426,10002426,GB,2019-03-11,0,76,22
2427,10002427,IT,2019-03-11,4,17,14
2428,10002428,GB,2019-03-27,0,63,23
2429,10002429,IT,2019-03-19,2,1,312
2430,10002430,FR,2019-03-10,16,242,29
2431,10002431,IT,2019-03-24,0,63,44
2432,10002432,SE,2019-03-26,0,16,39
2433,10002433,ES,2019-03-02,0,0,30
2434,10002434,ES,2019-03-20,0,12,5
2435,10002435,ES,2019-03-19,0,0,30
2436,10002436,IT,2019-03-11,0,22,21
2437,10002437,GB,2019-03-15,0,78,23
2438,10002438,GB,2019-03-05,43,28,35
2439,10002439,IT,2019-03-07,2,1,15
2440,10002440,IT,2019-03-09,0,101,32
2441,10002441,IT,2019-04-01,0,18,33
2442,10002442,SE,2019-03-11,0,56,27
2443,10002443,IT,2019-03-13,0,33,27
2444,10002444,GB,2019-03-07,0,378,37
2445,10002445,ES,2019-03-27,6,8,30
2446,10002446,IT,2019-03-24,0,24,26
2447,10002447,SE,2019-03-15,0,22,17
2448,10002448,IT,2019-03-02,0,19,37
2449,10002449,IT,2019-03-26,0,23,17
2450,10002450,IT,2019-03-21,0,96,28
2451,10002451,ES,2019-03-07,0,9,21
2452,10002452,GB,2019-03-02,0,41,12
2453,10002453,IT,2019-03-23,4,81,28
2454,10002454,FR,2019-03-18,0,110,29
2455,10002455,IT,2019-03-06,0,75,21
2456,10002456,GB,2019-03-13,2,0,35
2457,10002457,IT,2019-03-23,0,83,46
2458,10002458,IT,2019-03-16,2,32,27
2459,10002459,IT,2019-03-21,0,64,38
2460,10002460,FR,2019-03-21,0,94,36
2461,10002461,IT,2019-03-22,0,44,46
2462,10002462,IT,2019-03-21,0,54,31
2463,10002463,IT,2019-03-12,0,105,38
2464,10002464,SE,2019-03-20,0,28,21
2465,10002465,IT,2019-04-02,3,10,18
2466,10002466,IT,2019-03-25,0,145,39
2467,10002467,IT,2019-04-01,0,129,35
2468,10002468,ES,2019-03-21,0,51,18
2469,10002469,ES,2019-03-16,2,18,40
2470,10002470,IT,2019-03-09,0,19,3
2471,10002471,SE,2019-03-26,10,12,18
2472,10002472,ES,2019-03-23,0,0,30
2473,10002473,FR,2019-03-25,0,31,37
2474,10002474,FR,2019-03-23,0,27,18
2475,10002475,GB,2019-03-18,0,11,33
2476,10002476,IT,2019-03-13,5,48,21
2477,10002477,SE,2019-03-19,0,61,8
2478,10002478,IT,2019-03-17,0,64,46
2479,10002479,SE,2019-03-20,0,28,40
2480,10002480,GB,2019-03-27,2,1,15
2481,10002481,GB,2019-03-21,0,32,33
2482,10002482,SE,2019-03-20,0,2,306
2483,10002483,IT,2019-03-22,0,44,42
2484,10002484,IT,2019-03-28,0,46,40
2485,10002485,ES,2019-03-29,0,0,30
2486,10002486,IT,2019-03-13,0,18,26
2487,10002487,IT,2019-03-05,0,19,35
2488,10002488,IT,2019-04-02,0,25,39
2489,10002489,IT,2019-03-09,0,202,37
2490,10002490,IT,2019-03-24,0,40,18
2491,10002491,GB,2019-03-22,655,26,25
2492,10002492,IT,2019-03-28,0,35,22
2493,10002493,IT,2019-03-18,0,80,25
2494,10002494,IT,2019-03-13,0,225,36
2495,10002495,IT,2019-03-14,0,145,42
2496,10002496,IT,2019-03-20,0,0,22
2497,10002497,IT,2019-03-13,0,39,38
2498,10002498,IT,2019-03-03,4,1,19
2499,10002499,SE,2019-03-21,1,23,23
2500,10002500,ES,2019-03-19,0,0,30
2501,10002501,GB,2019-03-12,0,38,30
2502,10002502,GB,2019-03-25,1,11,37
2503,10002503,SE,2019-03-02,10,8,32
2504,10002504,IT,2019-03-17,0,51,34
2505,10002505,SE,2019-03-27,0,54,26
2506,10002506,GB,2019-03-07,5,37,17
2507,10002507,IT,2019-03-24,0,125,17
2508,10002508,GB,2019-03-08,0,67,37
2509,10002509,IT,2019-03-26,0,34,20
2510,10002510,SE,2019-03-09,23,3,29
2511,10002511,IT,2019-03-22,0,44,9
2512,10002512,IT,2019-03-19,0,62,36
2513,10002513,IT,2019-04-01,0,22,34
2514,10002514,GB,2019-03-28,0,9,18
2515,10002515,IT,2019-03-15,5,23,33
2516,10002516,IT,2019-04-01,0,28,28
2517,10002517,GB,2019-03-29,0,23,33
2518,10002518,IT,2019-04-01,2,75,21
2519,10002519,SE,2019-03-18,0,33,12
2520,10002520,SE,2019-03-26,0,49,37
2521,10002521,IT,2019-03-15,0,119,26
2522,10002522,IT,2019-03-19,0,21,43
2523,10002523,IT,2019-03-27,0,30,14
2524,10002524,GB,2019-03-07,0,35,26
2525,10002525,IT,2019-03-22,0,25,14
2526,10002526,ES,2019-03-28,0,64,30
2527,10002527,IT,2019-03-06,0,43,22
2528,10002528,GB,2019-03-03,0,16,15
2529,10002529,GB,2019-04-01,2,2,10
2530,10002530,SE,2019-03-25,0,23,19
2531,10002531,ES,2019-03-29,0,8,29
2532,10002532,SE,2019-04-02,3,6,39
2533,10002533,SE,2019-03-21,0,27,36
2534,10002534,IT,2019-03-23,0,137,20
2535,10002535,SE,2019-03-03,1,115,30
2536,10002536,GB,2019-03-12,93,26,19
2537,10002537,SE,2019-03-08,7,34,30
2538,10002538,GB,2019-03-12,0,33,11
2539,10002539,IT,2019-03-23,0,19,42
2540,10002540,GB,2019-03-11,1,92,37
2541,10002541,IT,2019-03-15,0,151,41
2542,10002542,GB,2019-03-25,0,32,30
2543,10002543,IT,2019-03-04,0,31,34
2544,10002544,GB,2019-03-17,106,15,31
2545,10002545,IT,2019-04-02,8,5,16
2546,10002546,GB,2019-03-06,26,232,38
2547,10002547,ES,2019-03-02,0,0,30
2548,10002548,FR,2019-03-22,12,2,29
2549,10002549,ES,2019-03-23,0,42,29
2550,10002550,IT,2019-03-15,3,0,4
2551,10002551,FR,2019-04-02,0,9,27
2552,10002552,SE,2019-03-25,0,37,32
2553,10002553,IT,2019-03-20,0,95,40
2554,10002554,SE,2019-03-29,0,34,26
2555,10002555,IT,2019-03-11,0,75,44
2556,10002556,ES,2019-03-29,0,25,33
2557,10002557,IT,2019-03-04,0,0,17
2558,10002558,GB,2019-03-04,0,11,2
2559,10002559,SE,2019-03-31,7,66,23
2560,10002560,SE,2019-03-04,0,16,23
2561,10002561,ES,2019-03-18,20,30,10
2562,10002562,ES,2019-03-08,0,0,30
2563,10002563,SE,2019-03-19,0,47,27
2564,10002564,SE,2019-03-28,0,3,306
2565,10002565,FR,2019-03-20,16,23,28
2566,10002566,IT,2019-03-17,0,28,20
2567,10002567,IT,2019-03-16,0,146,12
2568,10002568,GB,2019-03-09,1,24,34
2569,10002569,IT,2019-03-22,0,81,43
2570,10002570,IT,2019-04-01,0,35,27
2571,10002571,GB,2019-03-06,0,32,38
2572,10002572,GB,2019-03-12,0,212,32
2573,10002573,ES,2019-03-07,0,35,20
2574,10002574,IT,2019-03-11,0,86,23
2575,10002575,ES,2019-03-05,0,0,30
2576,10002576,IT,2019-03-13,0,23,29
2577,10002577,IT,2019-03-14,3,47,14
2578,10002578,FR,2019-03-14,0,23,34
2579,10002579,SE,2019-03-12,3,15,21
2580,10002580,IT,2019-03-22,0,101,32
2581,10002581,GB,2019-03-05,23,22,33
2582,10002582,GB,2019-03-19,1,1,299
2583,10002583,IT,2019-03-15,0,59,19
2584,10002584,ES,2019-03-21,2,5,21
2585,10002585,IT,2019-03-19,0,59,12
2586,10002586,IT,2019-03-02,0,30,32
2587,10002587,GB,2019-03-12,4,2,11
2588,10002588,SE,2019-03-05,0,31,35
2589,10002589,SE,2019-03-14,0,68,27
2590,10002590,ES,2019-03-13,0,119,35
2591,10002591,SE,2019-03-20,2,0,5
2592,10002592,ES,2019-03-25,9,10,24
2593,10002593,IT,2019-03-10,0,0,16
2594,10002594,ES,2019-03-27,0,23,32
2595,10002595,GB,2019-03-13,3,37,34
2596,10002596,IT,2019-03-30,0,28,12
2597,10002597,IT,2019-03-06,0,47,33
2598,10002598,IT,2019-03-15,0,42,43
2599,10002599,FR,2019-03-09,3,81,14
2600,10002600,IT,2019-03-22,0,33,42
2601,10002601,IT,2019-03-14,18,31,41
2602,10002602,FR,2019-04-01,3,12,38
2603,10002603,ES,2019-03-25,0,31,39
2604,10002604,FR,2019-03-12,0,168,35
2605,10002605,SE,2019-03-27,0,52,16
2606,10002606,GB,2019-03-27,0,27,19
2607,10002607,IT,2019-03-17,0,21,40
2608,10002608,IT,2019-03-24,1,26,26
2609,10002609,SE,2019-03-22,0,17,12
2610,10002610,SE,2019-03-12,0,21,27
2611,10002611,IT,2019-03-19,0,100,42
2612,10002612,IT,2019-03-22,0,22,27
2613,10002613,IT,2019-04-02,0,31,31
2614,10002614,GB,2019-03-23,0,9,13
2615,10002615,IT,2019-03-18,2,43,22
2616,10002616,SE,2019-03-18,0,22,13
2617,10002617,IT,2019-03-26,4,49,24
2618,10002618,IT,2019-03-18,0,20,5
2619,10002619,FR,2019-03-05,0,24,24
2620,10002620,IT,2019-03-08,0,27,35
2621,10002621,GB,2019-03-24,0,9,14
2622,10002622,GB,2019-03-27,0,23,22
2623,10002623,GB,2019-04-02,5,11,30
2624,10002624,ES,2019-03-12,14,31,37
2625,10002625,ES,2019-03-29,4,3,10
2626,10002626,IT,2019-03-21,0,49,42
2627,10002627,FR,2019-03-18,0,137,37
2628,10002628,IT,2019-03-03,0,0,13
2629,10002629,SE,2019-04-02,0,14,15
2630,10002630,ES,2019-03-20,0,16,18
2631,10002631,IT,2019-03-20,0,22,46
2632,10002632,SE,2019-03-03,2,5,12
2633,10002633,ES,2019-03-08,0,0,30
2634,10002634,GB,2019-03-15,2,3,275
2635,10002635,IT,2019-03-18,0,24,38
2636,10002636,SE,2019-03-31,0,32,1
2637,10002637,SE,2019-03-27,0,50,39
2638,10002638,ES,2019-03-18,0,22,14
2639,10002639,FR,2019-03-26,2,2,20
2640,10002640,SE,2019-03-10,0,130,23
2641,10002641,IT,2019-03-22,0,93,32
2642,10002642,IT,2019-03-12,0,73,37
2643,10002643,IT,2019-03-30,0,37,40
2644,10002644,SE,2019-04-02,7,1,30
2645,10002645,IT,2019-03-29,3,3,43
2646,10002646,IT,2019-03-10,0,41,24
2647,10002647,GB,2019-03-06,0,33,34
2648,10002648,IT,2019-03-17,0,101,31
2649,10002649,IT,2019-03-15,7,64,30
2650,10002650,SE,2019-03-20,0,35,24
2651,10002651,IT,2019-03-21,0,38,42
2652,10002652,IT,2019-03-30,6,4,6
2653,10002653,IT,2019-03-25,0,28,28
2654,10002654,IT,2019-03-19,0,146,27
2655,10002655,IT,2019-03-22,7,13,23
2656,10002656,FR,2019-03-27,2,14,33
2657,10002657,GB,2019-03-20,4,46,21
2658,10002658,FR,2019-03-22,23,6,20
2659,10002659,IT,2019-03-26,0,27,26
2660,10002660,SE,2019-03-21,0,103,30
2661,10002661,FR,2019-03-05,0,54,24
2662,10002662,GB,2019-03-22,0,9,8
2663,10002663,IT,2019-03-06,0,199,38
2664,10002664,SE,2019-03-05,0,76,29
2665,10002665,IT,2019-03-29,4,45,15
2666,10002666,IT,2019-03-22,0,76,40
2667,10002667,IT,2019-03-14,0,167,45
2668,10002668,SE,2019-03-26,5,59,38
2669,10002669,ES,2019-03-08,0,84,39
2670,10002670,IT,2019-03-21,0,0,26
2671,10002671,SE,2019-03-13,0,17,23
2672,10002672,IT,2019-03-08,0,273,32
2673,10002673,FR,2019-03-24,15,72,40
2674,10002674,IT,2019-03-13,0,162,46
2675,10002675,FR,2019-03-25,0,246,32
2676,10002676,IT,2019-03-15,4,73,12
2677,10002677,GB,2019-03-25,0,26,33
2678,10002678,IT,2019-03-21,0,125,38
2679,10002679,IT,2019-04-01,0,50,10
2680,10002680,IT,2019-03-25,0,97,23
2681,10002681,GB,2019-03-25,0,20,21
2682,10002682,GB,2019-03-24,0,10,24
2683,10002683,SE,2019-03-15,0,17,21
2684,10002684,IT,2019-03-03,2,2,4
2685,10002685,IT,2019-03-03,1,62,22
2686,10002686,IT,2019-03-11,1,32,16
2687,10002687,IT,2019-03-24,4,0,4
2688,10002688,IT,2019-03-15,6,8,19
2689,10002689,GB,2019-03-06,10,19,37
2690,10002690,GB,2019-03-09,2,6,2
2691,10002691,IT,2019-03-26,0,104,33
2692,10002692,GB,2019-04-01,2,5,26
2693,10002693,IT,2019-03-13,0,30,23
2694,10002694,SE,2019-03-09,0,21,23
2695,10002695,SE,2019-03-23,7,183,37
2696,10002696,ES,2019-03-24,0,17,18
2697,10002697,ES,2019-03-22,0,70,27
2698,10002698,GB,2019-03-20,2,14,29
2699,10002699,IT,2019-03-29,0,83,39
2700,10002700,SE,2019-03-02,0,82,23
2701,10002701,GB,2019-03-10,0,40,30
2702,10002702,IT,2019-03-19,0,0,15
2703,10002703,IT,2019-03-20,0,59,45
2704,10002704,GB,2019-03-07,8,0,5
2705,10002705,SE,2019-03-22,0,38,13
2706,10002706,IT,2019-03-18,0,203,29
2707,10002707,IT,2019-03-22,0,18,23
2708,10002708,GB,2019-03-31,0,10,29
2709,10002709,GB,2019-03-20,4,26,17
2710,10002710,SE,2019-03-23,0,57,40
2711,10002711,IT,2019-03-27,0,59,45
2712,10002712,ES,2019-03-14,0,0,30
2713,10002713,GB,2019-03-17,3,2,15
2714,10002714,IT,2019-03-02,0,34,17
2715,10002715,IT,2019-03-08,0,144,37
2716,10002716,IT,2019-03-24,71,127,26
2717,10002717,SE,2019-03-08,4,22,36
2718,10002718,SE,2019-03-09,3,0,2
2719,10002719,GB,2019-03-20,4,33,28
2720,10002720,IT,2019-03-09,0,91,46
2721,10002721,ES,2019-03-06,0,28,18
2722,10002722,GB,2019-03-18,47,15,33
2723,10002723,GB,2019-03-22,61,33,16
2724,10002724,FR,2019-03-06,0,134,35
2725,10002725,IT,2019-03-09,0,38,32
2726,10002726,ES,2019-04-02,0,24,17
2727,10002727,FR,2019-03-28,0,98,24
2728,10002728,SE,2019-03-29,2,5,18
2729,10002729,IT,2019-03-31,0,41,19
2730,10002730,GB,2019-03-17,5,9,29
2731,10002731,SE,2019-03-25,0,52,17
2732,10002732,ES,2019-03-11,0,0,30
2733,10002733,IT,2019-03-22,12,12,31
2734,10002734,IT,2019-03-25,0,118,45
2735,10002735,IT,2019-03-02,0,340,30
2736,10002736,SE,2019-03-25,0,75,26
2737,10002737,IT,2019-03-21,0,184,40
2738,10002738,IT,2019-04-02,0,39,22
2739,10002739,SE,2019-03-25,0,38,31
2740,10002740,GB,2019-03-31,0,10,7
2741,10002741,SE,2019-03-18,0,117,17
2742,10002742,GB,2019-03-16,0,37,26
2743,10002743,IT,2019-03-28,0,84,42
2744,10002744,IT,2019-03-26,1,30,36
2745,10002745,IT,2019-03-20,1,68,45
2746,10002746,ES,2019-03-08,2,19,27
2747,10002747,SE,2019-03-28,0,26,22
2748,10002748,SE,2019-03-25,17,41,37
2749,10002749,GB,2019-03-13,0,24,35
2750,10002750,IT,2019-03-24,0,74,24
2751,10002751,GB,2019-03-26,0,15,35
2752,10002752,IT,2019-03-04,0,127,16
2753,10002753,IT,2019-03-15,2,0,16
2754,10002754,ES,2019-03-29,3,7,20
2755,10002755,SE,2019-03-28,0,21,12
2756,10002756,GB,2019-03-06,2,20,23
2757,10002757,SE,2019-03-13,0,80,39
2758,10002758,SE,2019-03-30,46,3,18
2759,10002759,SE,2019-03-13,0,20,34
2760,10002760,GB,2019-03-19,0,15,18
2761,10002761,IT,2019-03-17,0,82,35
2762,10002762,IT,2019-03-14,3,38,43
2763,10002763,GB,2019-03-19,0,25,38
2764,10002764,IT,2019-03-13,0,86,24
2765,10002765,IT,2019-03-28,0,93,43
2766,10002766,ES,2019-03-03,6,10,18
2767,10002767,ES,2019-03-25,2,14,30
2768,10002768,IT,2019-03-10,10,81,43
2769,10002769,SE,2019-03-09,0,98,22
2770,10002770,IT,2019-03-20,0,106,41
2771,10002771,IT,2019-03-04,0,39,25
2772,10002772,IT,2019-03-08,0,33,38
2773,10002773,IT,2019-03-27,0,19,42
2774,10002774,IT,2019-03-13,0,39,17
2775,10002775,IT,2019-03-04,4,7,25
2776,10002776,GB,2019-03-02,0,141,21
2777,10002777,IT,2019-03-11,0,35,31
2778,10002778,GB,2019-04-01,0,9,23
2779,10002779,IT,2019-03-19,0,32,25
2780,10002780,IT,2019-03-30,1,20,31
2781,10002781,ES,2019-03-27,0,27,35
2782,10002782,GB,2019-03-02,17,0,2
2783,10002783,FR,2019-03-12,0,40,39
2784,10002784,IT,2019-03-14,1,253,39
2785,10002785,IT,2019-03-24,8,30,31
2786,10002786,SE,2019-03-16,1,128,35
2787,10002787,SE,2019-04-02,0,17,22
2788,10002788,IT,2019-03-21,0,46,30
2789,10002789,ES,2019-03-20,0,9,13
